Period,MLR_No,Licensee_Name_Eng,Licensee_Name_Chi,Hotline,Third_Party_Eng,Third_Party_Chi,Third_Party_Addr_Eng,Third_Party_Addr_Chi,Reg_Date
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,Smart Wealth Management Corporate Limited ,智信財富策劃管理有限公司,"Flat A5, 1/F., Mackenny Centre, 660-662 Castle Peak Road, Cheung Sha Wan, Kowloon",,7/3/2018
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,DR. MORTGAGE BROKER LIMITED ,樓按博士按揭經紀有限公司,"15/F, Katherine House, Nos. 53-55 Chatham Road South, Kowloon",,20/4/2018
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,GATTACA COMPANY LIMITED ,嘉恩悅有限公司,Unit 1603 16/F Tower 1 Silvercord 30 Canton Road Tsim Sha Tsui KL,,14/6/2018
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,Thornton Consultants,,"Flat/Rm 5, 9/F, Lancashire Centre, 361 Shau Kei Wan Road, Shau Kei Wan",,12/7/2018
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,FORTUNE ASSETS SERVICES LIMITED ,恒富資產服務有限公司,"Rm 2303-8, 23/F, Laford Centre, 838 Lai Chi Kok Road, Cheung Sha Wan, Kowloon",,15/11/2018
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,TRUSTY CENTURY LIMITED ,信用世紀有限公司,"Office Unit 1101, 11th Floor, Ginza Plaza, No. 2A Sai Yeung Choi Street South, Kowloon",,27/12/2018
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,Tyee Securities Limited ,天易證券有限公司,"Flat/Rm 2102, 21/F, Prosperity Tower, 39 Queen's Road Central, Central, Hong Kong",,10/7/2019
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,Best Leader Consultancy Limited ,佳領專業顧問有限公司,,觀塘巧明街111-113號富利廣場21樓2108室,11/7/2019
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,YANG FAN CORPORATE PLANNING LIMITED ,揚帆企業策劃有限公司,"Rm 1202, 12/F, Wan Chai Comm. Center, 194-204 Johnston Road, Wan Chai, Hong Kong",,30/10/2019
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,BF PROPERTIES ADVISORS LIMITED ,永豐置業諮詢有限公司,"Flat/Rm 1405, 14/F, Kenbo Commercial Building, 335-339 Queen's Road West, Hong Kong",,5/12/2019
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,MIGO CORPORATION LIMITED ,美高行有限公司,"Rm 404,Yu To Sang Building, 37 Queen's Road Central, Central, HK",,10/6/2020
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,Digital Resources Group Limited,資源數碼有限公司,"Rm A, 18/F, Lucky Plaza, 312-321 Lockhart Road, Wanchai, HK",,19/6/2020
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,OI WAH ENTERPRISES LIMITED ,靄華企業有限公司,"Rm 2302-2303, 23/F, Kwan Chart Tower, 6 Tonnochy Road, Wanchai, HK",,12/11/2020
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,Matt's Standard Company Limited ,名氏專業顧問有限公司,"No.2, G/F., Bamboo Court, No. 81 Castle Peak Road, San Hui, Tuen Mun, N.T., Hong Kong",,4/5/2021
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,HopesFung (Hong Kong-Asia) Limited ,灝豐香港亞洲有限公司,,香港 九龍 旺角 亞皆老街109號 皆旺商業大廈22樓05-06室,29/6/2021
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,Gutsy Mortgage Accounting Affairs Limited,吉時按揭會計事務所有限公司,"Unit B25, 5th Floor, East Sun Industrial Building, No.20 Shing Yip Street, Kwun Tong, Kowloon, Hong Kong",,6/8/2021
As at 12:00 noon of 3 January 2022 ,4672,Easy Match Credit Limited,易維信貸有限公司,2360 4888,PROFESSIONAL (INT'L) ASSET MANAGEMENT COMPANY LIMITED ,滙信(國際)資產管理有限公司,"Room A09, 19/F., Fortune Commercial Building, No.362, Sha Tsui Road, Tsuen Wan, N.T.",,9/12/2021
As at 12:00 noon of 3 January 2022 ,5572,Easy Money Capital Limited,-,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,6086,Easy Money Credit Company Limited,進豐信貸有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5643,Easy Money Credit Services Limited,捷利財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,5695,Easy Money Limited,易華為財務有限公司,3157 0256,Credito Capital Consulting And Appraisal Limited,信達君和諮詢及評估有限公司,"701 Progress Commercial Building, 9 Irving Street, Causeway Bay, Hong Kong",,11/2/2021
As at 12:00 noon of 3 January 2022 ,5695,Easy Money Limited,易華為財務有限公司,3157 0256,Brightness Knight Management Limited,,"Cockloft Shop 10 G/F, Valiant Court 5 Peace Avenue, Ho Man Tin",,16/7/2021
As at 12:00 noon of 3 January 2022 ,5695,Easy Money Limited,易華為財務有限公司,3157 0256,One & Only Connection Service Company Limited,唯一配對策劃有限公司,"RM C, 4/F, China Insurance BLDG, 48 Cameron RD, Tsim Sha Tsui",,16/7/2021
As at 12:00 noon of 3 January 2022 ,5695,Easy Money Limited,易華為財務有限公司,3157 0256,Springs Consultants Company Limited,新源顧問有限公司,"Flat 2512, 25/F, Office Tower Langham Place, 8 Argyle Street, Mong Kok",,13/8/2021
As at 12:00 noon of 3 January 2022 ,5695,Easy Money Limited,易華為財務有限公司,3157 0256,Prestige Fine Wines Limited,名仕酒業有限公司,"Rm 404, Knutsford Commercial Bldg, 4-5 Knutsford Terrace, Tsim Sha Tsui",,13/8/2021
As at 12:00 noon of 3 January 2022 ,5695,Easy Money Limited,易華為財務有限公司,3157 0256,W . T Capital (Asia) Limited,宏泰資本(亞洲)有限公司,"Flat 1503B, 15/F, Nan Fung Centre, 264/298 Castle Peak Road, Tsuen Wan",,23/8/2021
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,EASY GROUP WEALTH MANAGEMENT LIMITED ,易財富管理有限公司,"Office D-F, 23/F, No.8 Hart Avenue, Tsim Sha Tsui, Kowloon.",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,LEADING FIGURE PROPERTY AGENCY LIMITED ,領圖地產代理有限公司,"Flat 1901, 19/F, Prosperity Place, No.6 Shing Yip Street, Kwun Tong, KL",,10/5/2017
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,EC Mortgage Referral Company Limited ,按揭易有限公司,"Rm 1507, 15/F, Star House, 3 Salisbury Road, Tsim Sha Tsui",,5/6/2017
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,EASY PROPERTY SERVICES LIMITED ,置業易物業代理有限公司,"Unit A, 6/F, Century House, 3-4 Hanoi Road, Tsim Sha Tsui, KL",,5/6/2017
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,ARCH Gallery Limited ,門藝廊有限公司,"Shop 14, G/F, Golden Court, 22-52 Electric Road, Tin Hau, HK",,14/6/2017
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,Wing Fu Property Agent Limited ,永富物業代理有限公司,"Shop K4, G/F Lai Wan Bldg, 33-35 Shaukeiwan Road, Sai Wan Ho, HK",,1/12/2017
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,SIMPLE CREDIT LIMITED ,簡易信貸有限公司,"Flat/Rm 902A1, 9/F, Fourseas Building, No. 208-212 Nathan Road, Kowloon",,6/2/2018
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,Star Music Hong Kong Company,,,新界葵涌葵豐街18-26號永康工業大廈13樓D室,15/2/2018
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,Chan Man Ho Evil,,"Flat C, 36/F, Block 1, Aria, 51 Fung Shing Street, Ngau Chi Wan, Kln",,27/2/2018
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,Smart Wealth Management Corporate Limited ,智信財富策劃管理有限公司,"Flat A5, 1/F., Mackenny Centre, 660-662 Castle Peak Road, Cheung Sha Wan, Kowloon",,7/3/2018
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,DR. MORTGAGE BROKER LIMITED ,樓按博士按揭經紀有限公司,"15/F, Katherine House, Nos. 53-55 Chatham Road South, Kowloon",,20/4/2018
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,GATTACA COMPANY LIMITED ,嘉恩悅有限公司,Unit 1603 16/F Tower 1 Silvercord 30 Canton Road Tsim Sha Tsui KL,,14/6/2018
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,Thornton Consultants,,"Flat/Rm 5, 9/F, Lancashire Centre, 361 Shau Kei Wan Road, Shau Kei Wan",,12/7/2018
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,FORTUNE ASSETS SERVICES LIMITED ,恒富資產服務有限公司,"Rm 2303-8, 23/F, Laford Centre, 838 Lai Chi Kok Road, Cheung Sha Wan, Kowloon",,15/11/2018
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,TRUSTY CENTURY LIMITED ,信用世紀有限公司,"Office Unit 1101, 11th Floor, Ginza Plaza, No. 2A Sai Yeung Choi Street South, Kowloon",,27/12/2018
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,Best Leader Consultancy Limited ,佳領專業顧問有限公司,,觀塘巧明街111-113號富利廣場21樓2108室,10/7/2019
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,Tyee Securities Limited ,天易證券有限公司,"Flat/Rm 2102, 21/F, Prosperity Tower, 39 Queen's Road Central, Central, Hong Kong",,10/7/2019
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,YANG FAN CORPORATE PLANNING LIMITED ,揚帆企業策劃有限公司,"Rm 1202, 12/F, Wan Chai Comm. Center, 194-204 Johnston Road, Wan Chai, Hong Kong",,30/10/2019
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,BF PROPERTIES ADVISORS LIMITED ,永豐置業諮詢有限公司,"Flat/Rm 1405, 14/F, Kenbo Commercial Building, 335-339 Queen's Road West, Hong Kong",,5/12/2019
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,MIGO CORPORATION LIMITED ,美高行有限公司,"Rm 404,Yu To Sang Building, 37 Queen's Road Central, Central, HK",,10/6/2020
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,Digital Resources Group Limited,資源數碼有限公司,"Rm A, 18/F, Lucky Plaza, 312-321 Lockhart Road, Wanchai, HK",,19/6/2020
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,OI WAH ENTERPRISES LIMITED ,靄華企業有限公司,"Rm 2302-2303, 23/F, Kwan Chart Tower, 6 Tonnochy Road, Wanchai, HK",,12/11/2020
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,Matt's Standard Company Limited ,名氏專業顧問有限公司,"No.2, G/F., Bamboo Court, No. 81 Castle Peak Road, San Hui, Tuen Mun, N.T., Hong Kong",,4/5/2021
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,HopesFung (Hong Kong-Asia) Limited ,灝豐香港亞洲有限公司,,香港 九龍 旺角 亞皆老街109號 皆旺商業大廈22樓05-06室,29/6/2021
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,Gutsy Mortgage Accounting Affairs Limited,吉時按揭會計事務所有限公司,"Unit B25, 5th Floor, East Sun Industrial Building, No.20 Shing Yip Street, Kwun Tong, Kowloon, Hong Kong",,6/8/2021
As at 12:00 noon of 3 January 2022 ,3394,Easy Mortgage Limited,易按揭有限公司,2360 4888,PROFESSIONAL (INT'L) ASSET MANAGEMENT COMPANY LIMITED ,滙信(國際)資產管理有限公司,"Room A09, 19/F., Fortune Commercial Building, No.362, Sha Tsui Road, Tsuen Wan, N.T.",,9/12/2021
As at 12:00 noon of 3 January 2022 ,4425,Easy Pay Finance Limited,貸易還財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,2274,Easy Policy Finance Limited,怡信財務有限公司,-,-,,-,,-
As at 12:00 noon of 3 January 2022 ,4140,Easy Promise Limited,致富易有限公司,2360 4888,Times Financial Consultant Company Limited,時代財務顧問有限公司,Unit A 3/F Cheong Sun Tower 116-118 Wing Lok Street Sheung Wan,,27/9/2021
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,ON FU CONSULTANT COMPANY,,"ROOM 603, HALESON BUILDING, 1 JUBILEE STREET, HONG KONG.",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,ASHISH PANDIT ACQUIZITIONS LIMITED,,"ROOM 5, 3/F., LYTON BUILDING, 38 MODY ROAD, TSIM SHA TSUI, KLN",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,CAPITAL DRAGON CREDIT FINANCE LIMITED ,滙龍按揭信貸有限公司,"SUITE 1407, 14/F., HARCOURT HOUSE, 39 GLOUCESTER ROAD, WANCHAI, HONG KONG.",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,DIAMANT LIMITED ,御翹有限公司,"FLAT A12, BLOCK A, 5/F., EAST SUN INDUSTRIAL CENTRE, 20 SHING YIP STREET, KWUN TONG, KLN.",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,EAGLEVIEW HONG KONG DEVELOPMENT LIMITED ,怡高香港發展有限公司,"Flat/RM 1803, Sunbeam Commercial Building, 469-471 Nathan Road, Yaumatei, Kowloon.",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,FORTUNE TAKE INTERNATIONAL LIMITED ,行福國際有限公司,"UNIT 2108, GOLDEN ERA PLAZA, 39 SAI YEE STREET, MONGKOK, KLN",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,MIGHTY LUCK INVESTMENT LIMITED ,有運投資有限公司,"2/F., NO. 347 PORTLAND STREET, MONGKOK, KLN",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,MIL International Services Limited,,"ROOM 1632, 16/F., PARK-IN COMMERCIAL CENTRE, 56 DUNDAS STREET, MONGKOK, KLN",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,SWISS TRADING LIMITED ,瑞新貿易有限公司,"FLAT C, BLOCK 1, 3/F., THE ASTORIA, KOWLOON CITY, KLN",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,UNIQUE MORTGAGE CONSULTANTS LIMITED ,鷹陽按揭顧問有限公司,"UNIT 104, 10/F., JIM'S COMMERCIAL BUILDING, 102-104 DES VOEUX ROAD CENTRAL, CENTRAL, H.K.",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,Lokson Sumptuous Asset Limited ,諾信豐盛資產有限公司,"ROOM A (23), 3/F., CHEONG SUN TOWER, 116-118 WING LOK STREET, SHEUNG WAN, HONG KONG",,1/12/2016
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,CYBERNETICS PROPERTY MORTGAGE LIMITED ,科一物業按揭有限公司,"UNIT 1705, 17/F, BILLION PLAZA, 8 CHEUNG YUE STREET, CHEUNG SHA WAN, KOWLOON",,28/2/2017
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,CHAN KU MUK,,"FLAT B, 2/F., CHEONG WING BLDG, TAI LOONG STREET, SHEK LEI PUI, N.T.",,2/3/2017
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,AU WAI KWAN,,"FLAT B, 10/F., BLK 1, GREENFIELDS, 1 FUNG KAM STREET, YUEN LONG",,2/3/2017
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,Competence Mortgage Consultancy Limited ,實力按揭顧問有限公司,"Flat 02, 18/F., Kowloon Building, 555 Nathan Road, Yau Ma Tei, Kowloon",,21/3/2017
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,IBC MORTGAGE LIMITED ,保仕國際按揭有限公司,"Unit 16, 5/F., Tower A, Mandarin Plaza, 14 Science Museum Road, Tsimshatsui East, Kowloon",,21/3/2017
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,CENTALINE MORTGAGE BROKER LIMITED ,中原按揭經紀有限公司,"22/F., Tower 1, New World Tower, 18 Queen's Road Central, Hong Kong. ",,2/5/2017
As at 12:00 noon of 3 January 2022 ,3101,Easy Reach (Far East) Limited,快成(遠東)有限公司,2235 3511,Hong Kong Property Consultant Co.,,"Flat 2302, 23/F., Park-in Commercial Centre, 56 Dundas Street, Mongkon, Kowloon",,9/5/2017
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,EASY PROPERTY SERVICES LIMITED ,置業易物業代理有限公司,"Unit A, 6/F, Century House, 3-4 Hanoi Road, Tsim Sha Tsui, KL",,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,EC Mortgage Referral Company Limited ,按揭易有限公司,"Rm 1507, 15/F, Star House, 3 Salisbury Road, Tsim Sha Tsui",,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,ARCH Gallery Limited ,門藝廊有限公司,"Shop 14, G/F, Golden Court, 22-52 Electric Road, Tin Hau, HK",,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,Wing Fu Property Agent Limited ,永富物業代理有限公司,"Shop K4, G/F Lai Wan Bldg, 33-35 Shaukeiwan Road, Sai Wan Ho, HK",,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,SIMPLE CREDIT LIMITED ,簡易信貸有限公司,"Flat/Rm 902A1, 9/F, Fourseas Building, No. 208-212 Nathan Road, Kowloon",,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,Chan Man Ho Evil,,"Flat C, 36/F, Block 1, Aria, 51 Fung Shing Street, Ngau Chi Wan, Kln",,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,Star Music Hong Kong Company,,,新界葵涌葵豐街18-26號永康工業大廈13樓D室,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,Smart Wealth Management Corporate Limited ,智信財富策劃管理有限公司,"Flat A5, 1/F., Mackenny Centre, 660-662 Castle Peak Road, Cheung Sha Wan, Kowloon",,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,DR. MORTGAGE BROKER LIMITED ,樓按博士按揭經紀有限公司,"15/F, Katherine House, Nos. 53-55 Chatham Road South, Kowloon",,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,GATTACA COMPANY LIMITED ,嘉恩悅有限公司,Unit 1603 16/F Tower 1 Silvercord 30 Canton Road Tsim Sha Tsui KL,,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,Thornton Consultants,,"Flat/Rm 5, 9/F, Lancashire Centre, 361 Shau Kei Wan Road, Shau Kei Wan",,23/10/2018
As at 12:00 noon of 3 January 2022 ,5217,Easy Reliance Credit Limited,易信財務有限公司,2360 4888,LEADING FIGURE PROPERTY AGENCY LIMITED ,領圖地產代理有限公司,"Flat 1901, 19/F, Prosperity Place, No.6 Shing Yip Street, Kwun Tong, KL",,23/10/2018
